win,uri,r_box,xp,tim,sp
0,1733338,5,-1.227683204,-0.949741665,1.386294361
0,1733338,1,1.322120374,0.841465672,1.945910149
1,1733385,5,0.46127344,-0.535926146,1.252762968
0,1733385,4,-0.539078598,-0.57288627,2.564949357
0,1733385,6,1.761731089,-0.614171317,2.197224577
0,1733385,1,-1.072599685,1.5204739,1.178654996
0,1733385,2,-0.138937783,1.016413942,1.504077397
0,1733385,3,-0.472388462,-0.813904109,1.386294361
1,1732959,6,1.594800558,1.408490545,1.178654996
0,1732959,2,-0.427286187,-0.530508531,1.704748092
0,1732959,3,-0.427286187,-0.035997337,1.704748092
0,1732959,1,0.692083261,0.830484343,1.252762968
0,1732959,4,-0.174525344,-0.268282611,1.704748092
0,1732959,5,-1.2577861,-1.404186409,1.945910149
1,1732964,1,-1.517712615,-1.0968194,1.32175584
0,1732964,3,-0.587501657,-0.390537906,1.609437912
0,1732964,4,-0.293750829,-1.124274367,1.704748092
0,1732964,5,0.489584715,0.648875532,1.252762968
0,1732964,6,0.636460129,1.110275718,1.504077397
0,1732964,2,1.272920258,0.852480422,1.945910149
1,1732966,1,-0.066937166,0.19597736,1.098612289
0,1732966,5,0.260311199,0.391876329,1.704748092
0,1732966,2,0.691684044,1.553442196,1.178654996
0,1732966,3,-1.137931815,-0.744187459,1.704748092
0,1732966,6,1.375930626,-0.040879442,1.791759469
0,1732966,4,-1.123056889,-1.356228984,2.079441542
1,1732968,6,-1.007665396,-0.817030175,1.791759469
0,1732968,1,-0.417126606,-0.60576869,1.945910149
0,1732968,3,-0.135917658,0.753687687,0.916290732
0,1732968,4,0.876434553,0.203315723,1.32175584
0,1732968,2,-0.838940027,-1.041394403,1.945910149
0,1732968,5,1.523215133,1.507189859,1.791759469
1,1733615,2,-0.887472261,-0.053849864,1.504077397
0,1733615,3,1.354562924,-0.130899229,2.079441542
0,1733615,6,0.564755075,0.685442679,1.252762968
0,1733615,5,-1.142248986,-1.834165833,2.564949357
0,1733615,4,-0.556262517,0.308340047,1.609437912
0,1733615,1,0.666665765,1.025132202,0.810930216
1,1733617,6,1.060033119,0.565295193,1.386294361
0,1733617,1,-0.611557568,-0.081553226,1.945910149
0,1733617,4,0.530016559,-0.089156468,1.504077397
0,1733617,2,-1.671590687,-0.739762638,1.178654996
0,1733617,3,0.040770505,1.597197138,1.252762968
0,1733617,5,0.652328073,-1.252020001,2.397895273
1,1733626,1,0.028688482,1.427271199,0.916290732
0,1733626,2,0.372950268,0.366591297,2.564949357
0,1733626,6,1.509014163,0.770940025,1.098612289
0,1733626,4,-1.245080127,-0.723782553,1.504077397
0,1733626,3,-0.969670698,-0.832133578,1.791759469
0,1733626,5,0.304097911,-1.00888639,1.945910149
1,1733681,2,0.218757367,0.294497486,1.178654996
0,1733681,1,-1.546388282,0.576267669,0.693147181
0,1733681,3,1.169220408,-1.798261029,2.708050201
0,1733681,4,0.082976932,1.018201456,1.791759469
0,1733681,5,-0.731705675,0.346180169,1.791759469
0,1733681,6,0.807139249,-0.436885751,2.708050201
1,1733687,1,1.347070705,0.346287946,1.791759469
0,1733687,5,-0.94040785,0.662547305,0.867100488
0,1733687,4,1.042073564,0.503168088,1.609437912
0,1733687,6,-0.609994281,-0.349470129,2.079441542
0,1733687,2,0.076249285,0.72066782,1.178654996
0,1733687,3,-0.914991422,-1.883201031,3.044522438
1,1733520,3,-0.245142883,-0.390367172,1.945910149
0,1733520,4,1.034693986,0.596220216,2.708050201
0,1733520,6,-0.760898039,1.77710042,2.197224577
0,1733520,1,1.454938929,-0.56451555,2.708050201
0,1733520,2,-0.932816425,-0.77773231,0.512823626
0,1733520,5,-0.550775568,-0.640705604,1.504077397
1,1733521,4,1.218309636,0.462256987,1.098612289
0,1733521,3,1.036321475,-0.291974196,2.708050201
0,1733521,1,0.338700189,-1.889246719,0.810930216
0,1733521,2,-1.026211021,0.795046039,2.197224577
0,1733521,6,-0.631903338,0.271032197,1.609437912
0,1733521,5,-0.93521694,0.652885692,2.197224577
1,1732890,6,-0.818024989,-0.551455564,1.178654996
0,1732890,5,0.130883998,1.730079049,1.178654996
0,1732890,1,1.145234984,0.275237786,1.791759469
0,1732890,4,1.243397983,-0.55272652,2.197224577
0,1732890,2,-0.916187987,-1.127117034,2.079441542
0,1732890,3,-0.785303989,0.225982283,1.32175584
1,1732898,4,1.514101622,0.250649897,1.609437912
0,1732898,1,0.848668425,1.322229494,1.178654996
0,1732898,2,-0.858312384,0.40606394,2.197224577
0,1732898,5,-0.858312384,-1.643234442,2.079441542
0,1732898,6,0.067507716,0.197813581,1.386294361
0,1732898,3,-0.713652994,-0.533522471,1.32175584
1,1733570,4,0.157843807,1.450729329,1.32175584
0,1733570,5,0.702404939,0.713640746,1.057790294
0,1733570,1,-0.836572175,-0.294036655,1.504077397
0,1733570,2,-0.741865891,-0.584977579,1.871802177
0,1733570,3,-0.860248746,-1.394799972,1.945910149
0,1733570,6,1.578438065,0.109444131,1.609437912
1,1733576,6,-0.45413304,1.707474045,0.693147181
0,1733576,5,-0.110464794,-0.493715284,1.504077397
0,1733576,1,-1.166017266,-1.156693318,1.791759469
0,1733576,2,-0.625967164,-0.338463184,1.791759469
0,1733576,4,0.822349019,0.558244377,1.791759469
0,1733576,3,1.534233244,-0.276846636,2.833213344
1,1733578,4,-0.949166484,-1.181848605,1.704748092
0,1733578,5,-0.305209011,-0.819650884,1.945910149
0,1733578,1,-0.345456353,-0.110760581,1.011600912
0,1733578,6,1.244313659,0.016886634,2.397895273
0,1733578,3,1.244313659,0.446205911,1.504077397
0,1733578,2,-0.888795471,1.649167525,1.252762968
1,1733634,6,0.040403537,1.516293162,0.587786665
0,1733634,4,-1.063959796,-0.46606255,1.252762968
0,1733634,3,-0.821538577,-0.094468355,1.945910149
0,1733634,5,-0.552181666,0.144823103,2.564949357
0,1733634,2,1.279445324,0.41098217,2.397895273
0,1733634,1,1.117831178,-1.511567531,2.564949357
1,1733163,4,-0.323373242,0.69041399,1.791759469
0,1733163,2,-1.026358552,0.914071987,0.916290732
0,1733163,1,-1.054477964,-1.37896132,1.609437912
0,1733163,6,0.463970304,-1.152736196,1.791759469
0,1733163,3,1.532507974,0.581090335,1.945910149
0,1733163,5,0.407731479,0.346121205,1.386294361
1,1733166,3,-0.573034392,-0.310314274,1.504077397
0,1733166,4,0.158498874,-0.343625511,0.916290732
0,1733166,2,-0.463304402,0.933994226,1.704748092
0,1733166,1,-1.158261006,-1.61130227,1.32175584
0,1733166,6,1.731295398,0.201470948,2.302585093
0,1733166,5,0.304805528,1.12977688,1.945910149
1,1732970,3,1.875590701,0.687035988,2.397895273
0,1732970,5,0.147367841,1.033718133,1.791759469
0,1732970,1,-0.93779535,0.449232871,0.693147181
0,1732970,2,-0.696647975,-0.551331564,1.504077397
0,1732970,4,-0.294735682,-1.715862052,2.397895273
0,1732970,6,-0.093779535,0.097206625,1.504077397
1,1732972,4,-0.589039621,0.937470681,0.693147181
0,1732972,3,0.919201956,0.394341401,2.079441542
0,1732972,5,-1.061772056,-0.253223224,1.945910149
0,1732972,6,1.301890118,0.766285824,1.791759469
0,1732972,2,0.356425248,-0.024510196,2.564949357
0,1732972,1,-0.926705646,-1.820364487,1.252762968
1,1732974,6,-0.997398427,-0.721466993,1.098612289
0,1732974,1,-0.732267199,0.07798231,1.252762968
0,1732974,3,-0.542887751,-0.960287509,1.504077397
0,1732974,2,0.404009489,1.14239399,1.945910149
0,1732974,5,0.138878262,-0.803659265,1.945910149
0,1732974,4,1.729665626,1.265037467,1.871802177
1,1732750,6,-1.048334478,1.639779731,0.223143551
0,1732750,1,1.106116694,0.107678411,1.791759469
0,1732750,5,-0.998806865,-0.668358637,3.044522438
0,1732750,4,0.239383464,0.365227447,2.079441542
0,1732750,2,1.180408113,-1.303710235,3.044522438
0,1732750,3,-0.478766927,-0.140616718,2.397895273
1,1732978,2,1.73735345,-0.753747581,1.945910149
0,1732978,3,-0.34747069,-0.964563588,1.791759469
0,1732978,1,-0.516510485,-0.313735361,0.916290732
0,1732978,5,-0.34747069,1.081024105,1.252762968
0,1732978,6,-1.079976469,1.419496607,1.609437912
0,1732978,4,0.554074884,-0.468474183,2.397895273
1,1732876,6,-0.123372202,1.734451537,1.011600912
0,1732876,1,-0.246744403,0.408196608,1.011600912
0,1732876,3,-1.172035916,-0.517638481,2.079441542
0,1732876,4,1.727210824,-0.142670022,1.945910149
0,1732876,2,0.431802706,-1.209188867,2.564949357
0,1732876,5,-0.616861008,-0.273150775,1.704748092
1,1732878,3,1.082341748,-0.304256473,2.708050201
0,1732878,4,-1.191437203,-1.074537297,2.197224577
0,1732878,2,1.202920935,1.184400459,0.963174318
0,1732878,1,-0.450736484,0.791785301,1.32175584
0,1732878,6,0.203836244,0.580118716,1.252762968
0,1732878,5,-0.846925241,-1.177510706,1.945910149
1,1732880,3,-0.704564765,-1.591790815,1.386294361
0,1732880,1,0.737033188,0.330114968,2.197224577
0,1732880,6,-1.113666887,-0.222958218,1.386294361
0,1732880,5,-0.003246842,-0.173384567,1.945910149
0,1732880,4,-0.490273178,0.157093903,1.386294361
0,1732880,2,1.574718485,1.500924729,1.386294361
1,1732883,6,-0.30760355,-0.656527287,1.252762968
0,1732883,3,-0.665428087,1.463082001,1.504077397
0,1732883,4,-0.721926699,-1.378688417,1.704748092
0,1732883,1,-0.043943364,0.544492738,1.011600912
0,1732883,2,-0.232272068,0.353472418,1.945910149
0,1732883,5,1.971173768,-0.325831453,2.564949357
1,1732885,3,-0.27201445,0.217205004,1.252762968
0,1732885,1,-1.332870804,-1.245699441,1.386294361
0,1732885,2,1.237665747,-0.257567692,1.945910149
0,1732885,4,-0.027201445,0.279441404,1.791759469
0,1732885,5,1.074457077,1.675910813,1.791759469
0,1732885,6,-0.680036124,-0.669290088,1.252762968
1,1732888,6,0.867064339,0.797400663,1.011600912
0,1732888,2,0.394120154,1.017353462,1.945910149
0,1732888,1,-0.382859578,0.232775468,2.397895273
0,1732888,4,-1.159839311,-0.40203028,1.504077397
0,1732888,5,1.272445069,0.115199532,1.252762968
0,1732888,3,-0.990930673,-1.760698844,1.945910149
1,1733017,2,-0.642933188,0.840797879,1.178654996
0,1733017,3,-0.751090172,0.414454435,1.252762968
0,1733017,6,1.375997196,0.023112948,1.609437912
0,1733017,1,-0.102148263,0.919883406,1.252762968
0,1733017,5,-0.967404142,-1.754264837,3.044522438
0,1733017,4,1.08757857,-0.44398383,2.079441542
1,1733021,2,-0.415526017,0.280407735,1.011600912
0,1733021,4,-0.969560705,-1.654052032,1.386294361
0,1733021,1,-1.038815042,0.017390181,1.504077397
0,1733021,5,1.558222562,1.304564604,2.079441542
0,1733021,6,0.380898849,0.516739986,1.504077397
0,1733021,3,0.484780353,-0.465050473,2.397895273
1,1732936,6,-0.730892693,-0.39080499,1.098612289
0,1732936,4,-0.064762644,0.937651528,1.504077397
0,1732936,1,1.341511905,0.188925694,1.609437912
0,1732936,2,-1.360015518,-1.806582193,1.791759469
0,1732936,5,0.897425206,0.753730364,1.791759469
0,1732936,3,-0.083266256,0.317079598,1.609437912
1,1732941,5,-0.966646104,1.693955575,1.386294361
0,1732941,4,-0.966646104,-0.135623842,1.704748092
0,1732941,6,-0.562003549,-1.435837653,2.197224577
0,1732941,1,0.786804968,-0.157973598,1.32175584
0,1732941,2,0.247281561,0.129332458,1.386294361
0,1732941,3,1.461209226,-0.093852939,1.504077397
1,1732943,1,-0.006789631,-1.059435215,2.397895273
0,1732943,4,0.237637099,-0.337840301,1.791759469
0,1732943,6,-1.025234342,-0.600258814,1.791759469
0,1732943,2,-0.8215454,0.699154277,1.178654996
0,1732943,5,1.785673059,1.666892888,0.916290732
0,1732943,3,-0.169740785,-0.368512834,1.791759469
1,1732922,3,-0.835603559,0.655432749,0.587786665
0,1732922,2,-0.719007713,-0.393419917,1.609437912
0,1732922,5,-0.04275181,0.984828698,1.791759469
0,1732922,6,0.353674064,0.463223104,3.526360525
0,1732922,4,1.822781716,0.085447599,1.791759469
0,1732922,1,-0.579092699,-1.795512233,2.197224577
1,1732763,1,-0.828726174,0.541413859,1.704748092
0,1732763,2,0.731228977,1.365427007,1.098612289
0,1732763,6,-0.536234583,-0.474503082,2.708050201
0,1732763,3,0.097497197,0.054083747,0.810930216
0,1732763,4,-1.023720568,-1.612025306,2.197224577
0,1732763,5,1.559955152,0.125603775,2.197224577
1,1732645,1,0.966865976,0.128262626,1.098612289
0,1732645,2,-0.890820338,-1.128409132,1.504077397
0,1732645,5,0.575774121,1.729568493,1.704748092
0,1732645,6,1.129820916,0.193559227,1.609437912
0,1732645,3,-1.086366266,-0.104123833,1.386294361
0,1732645,4,-0.69527441,-0.818857381,2.397895273
1,1732646,2,1.33593451,1.399785721,1.609437912
0,1732646,5,-0.686020424,-0.37602874,1.386294361
0,1732646,6,1.071154697,0.875807179,2.079441542
0,1732646,1,-0.950800237,0.142206959,1.098612289
0,1732646,4,-0.830445777,-1.13820273,2.564949357
0,1732646,3,0.06017723,-0.903568389,1.252762968
1,1732648,3,-0.594015872,0.800081293,1.098612289
0,1732648,1,0.051653554,0.932562794,1.791759469
0,1732648,5,-1.549606622,-0.201953471,1.252762968
0,1732648,4,1.368819183,0.035916625,1.704748092
0,1732648,2,0.129133885,-1.837104415,2.397895273
0,1732648,6,0.594015872,0.270497174,1.504077397
1,1732650,5,0.07056968,0.704717013,1.252762968
0,1732650,6,0.952690675,0.469714453,1.791759469
0,1732650,1,0.599842277,-0.643906195,1.504077397
0,1732650,2,0.811551316,1.188346347,1.098612289
0,1732650,4,-0.987975515,-0.159900171,1.871802177
0,1732650,3,-1.446678432,-1.558971447,1.791759469
1,1732651,5,-0.137309973,0.004168276,1.252762968
0,1732651,3,0.506330524,0.047020882,2.079441542
0,1732651,1,-0.060073113,0.392583917,1.609437912
0,1732651,4,-1.012661048,-1.853158733,1.871802177
0,1732651,2,1.664883418,1.160910032,1.386294361
0,1732651,6,-0.961169808,0.248475626,1.32175584
1,1732654,6,-1.261786536,0.005549167,1.011600912
0,1732654,2,-1.118401703,1.205618636,1.386294361
0,1732654,1,1.061047769,-1.084157075,1.945910149
0,1732654,4,0.888985969,1.208073227,1.32175584
0,1732654,5,0.487508434,-0.768514361,2.397895273
0,1732654,3,-0.057353933,-0.566569594,1.609437912
1,1732571,2,1.04049956,-0.782723945,2.397895273
0,1732571,6,0.960461132,0.362150197,1.386294361
0,1732571,1,-0.040019214,-0.129528675,1.504077397
0,1732571,5,-1.720826195,1.720737683,0.916290732
0,1732571,3,-0.080038428,-0.040670427,1.791759469
0,1732571,4,-0.160076855,-1.129964833,1.945910149
1,1732595,6,0.643751061,1.021775883,1.791759469
0,1732595,5,-0.588963737,0.868840448,1.945910149
0,1732595,1,-0.671144723,-0.081035141,0.693147181
0,1732595,2,-0.38351127,-0.169024435,1.252762968
0,1732595,3,1.753194379,-1.774280771,2.564949357
0,1732595,4,-0.75332571,0.133724017,2.197224577
1,1732708,2,0.317802007,-1.110953238,1.252762968
0,1732708,6,1.756905437,0.423955033,1.504077397
0,1732708,4,0.065958907,1.478780108,1.791759469
0,1732708,1,-0.833480737,0.305129918,1.504077397
0,1732708,3,-0.29381695,0.045068474,1.386294361
0,1732708,5,-1.013368665,-1.141980294,2.079441542
1,1732557,1,-1.201769535,1.287952165,0.512823626
0,1732557,5,-0.532743196,0.187001249,1.386294361
0,1732557,6,1.474335821,0.884645377,1.609437912
0,1732557,4,0.433628183,-0.143437239,2.397895273
0,1732557,2,0.582300703,-1.26195095,3.931825633
0,1732557,3,-0.755751976,-0.954210601,4.615120517
1,1732759,3,-0.774814832,-0.517843573,1.791759469
0,1732759,1,0.840477106,0.790372289,1.386294361
0,1732759,4,-0.223251731,0.465943631,1.252762968
0,1732759,2,1.589027029,1.188555583,2.564949357
0,1732759,5,-0.499033282,-0.406439682,1.178654996
0,1732759,6,-0.93240429,-1.520588249,1.945910149
1,1732762,6,0.963538605,0.682991874,1.178654996
0,1732762,2,0.450917081,1.069254777,1.609437912
0,1732762,5,-0.403452125,0.43369862,1.504077397
0,1732762,4,-0.830636728,-0.886862365,1.504077397
0,1732762,3,-1.314779279,-1.536048299,1.945910149
0,1732762,1,1.134412446,0.236965394,1.791759469
1,1732781,2,-0.405002025,0.250650284,1.386294361
0,1732781,1,0.555002775,1.428516016,0.693147181
0,1732781,5,-0.615003075,-0.006576855,1.791759469
0,1732781,6,-1.125005625,-1.076404673,1.945910149
0,1732781,4,1.695008475,0.585114275,1.252762968
0,1732781,3,-0.105000525,-1.181299046,2.397895273
1,1732784,1,0.468093347,1.724481307,0.587786665
0,1732784,6,-1.404280041,-0.020623137,1.32175584
0,1732784,2,0.039007779,-0.683863055,2.197224577
0,1732784,3,-0.390077789,0.212916661,1.609437912
0,1732784,4,1.599318936,-1.229930012,2.397895273
0,1732784,5,-0.312062231,-0.002981764,1.945910149
1,1732790,6,-0.719148648,-1.360769192,1.791759469
0,1732790,4,-0.390046725,0.285324599,1.011600912
0,1732790,3,-0.463180485,1.471730611,1.178654996
0,1732790,5,-0.536314246,0.161409449,1.609437912
0,1732790,1,0.158456482,-0.87857307,1.945910149
0,1732790,2,1.950233623,0.320877603,1.704748092
1,1732745,3,-0.729405512,1.383849737,1.011600912
0,1732745,4,0,0.325140079,1.791759469
0,1732745,2,-0.471968272,-1.603652011,1.609437912
0,1732745,1,1.887873089,0.438390189,1.945910149
0,1732745,5,-0.815217925,-0.088100511,1.945910149
0,1732745,6,0.12871862,-0.455627483,1.945910149
1,1732746,1,0.441554079,-1.216814241,1.252762968
0,1732746,4,-1.358627935,0.062032529,1.386294361
0,1732746,3,0.577416872,-0.79533279,1.609437912
0,1732746,5,1.426559332,0.921076373,1.609437912
0,1732746,6,-0.543451174,1.382021053,1.504077397
0,1732746,2,-0.543451174,-0.352982925,1.791759469
1,1732437,1,0.226262103,1.007942348,0.916290732
0,1732437,4,-0.414813855,-0.328270307,1.609437912
0,1732437,6,1.282151917,0.294002081,1.791759469
0,1732437,3,-0.339393154,1.042127004,1.098612289
0,1732437,5,0.79191736,-0.428203304,2.397895273
0,1732437,2,-1.54612437,-1.587597821,2.397895273
1,1732438,3,0.064529971,-0.353322732,1.386294361
0,1732438,2,-0.516239771,0.146111991,1.609437912
0,1732438,6,1.253725158,1.011679768,1.609437912
0,1732438,5,-1.59481215,-1.816683734,2.397895273
0,1732438,4,0.783578224,0.600153316,1.386294361
0,1732438,1,0.009218567,0.41206139,1.098612289
1,1732440,3,1.430147348,1.513836834,2.079441542
0,1732440,1,0.167408552,0.707370264,1.504077397
0,1732440,6,-0.550056672,-0.94784041,1.252762968
0,1732440,4,0.540490469,0.16745121,1.504077397
0,1732440,2,-0.062180319,-0.371477801,1.252762968
0,1732440,5,-1.525809378,-1.069340097,1.945910149
1,1732442,3,-0.316433515,-0.237121312,1.386294361
0,1732442,6,0.443006921,0.672453112,1.609437912
0,1732442,4,-1.218269032,-0.084832544,1.386294361
0,1732442,2,1.582167573,-0.162545937,2.014903021
0,1732442,5,-0.791083787,-1.583993325,1.609437912
0,1732442,1,0.300611839,1.396040006,1.386294361
1,1732444,6,1.175520274,1.471084278,0.916290732
0,1732444,4,0.271273909,0.951104397,1.011600912
0,1732444,2,-1.039883319,-1.121269082,2.397895273
0,1732444,5,-0.452123182,-0.225117382,2.397895273
0,1732444,3,1.085095638,-0.687423816,2.197224577
0,1732444,1,-1.039883319,-0.388378396,1.386294361
1,1732447,1,0.323436923,0.099789112,0.693147181
0,1732447,6,0.78548967,0.571247193,1.504077397
0,1732447,2,-0.87790022,0.846014365,1.386294361
0,1732447,4,0.231026374,-1.50209402,2.564949357
0,1732447,3,-1.524774066,-0.927146792,2.397895273
0,1732447,5,1.062721319,0.912190142,2.014903021
1,1732509,6,-1.09445198,1.030879834,0.966983846
0,1732509,4,-0.11089161,-0.171871329,1.609437912
0,1732509,1,0.149462605,-0.027314535,2.397895273
0,1732509,2,-0.429102318,1.194021145,1.252762968
0,1732509,3,-0.371245826,-0.549417392,1.504077397
0,1732509,5,1.856229129,-1.476297722,2.564949357
1,1732475,1,0.648796949,0.13634114,1.871802177
0,1732475,4,-0.78345292,-0.619690736,1.871802177
0,1732475,6,-1.077247765,-1.199436366,1.704748092
0,1732475,2,-0.820177275,-0.614812261,1.504077397
0,1732475,3,0.832418727,0.883022914,1.791759469
0,1732475,5,1.199662283,1.414575309,1.011600912
1,1732477,3,0.851421807,-0.197346682,1.791759469
0,1732477,1,-0.380099021,1.350785527,0.512823626
0,1732477,2,-0.699382199,-1.07276142,1.704748092
0,1732477,5,0.942645572,-1.150288403,2.833213344
0,1732477,6,0.760198042,0.747430101,1.704748092
0,1732477,4,-1.474784202,0.322180877,2.397895273
1,1732483,1,0.418366231,-0.154359013,1.609437912
0,1732483,2,-1.034905939,-1.122400217,3.044522438
0,1732483,3,0.583510796,0.212354919,1.386294361
0,1732483,5,-0.407356593,1.746124487,0.916290732
0,1732483,4,-1.034905939,0.100713527,1.252762968
0,1732483,6,1.475291445,-0.782433703,2.197224577
1,1732485,5,0.049917206,1.555216247,1.252762968
0,1732485,2,1.487532742,0.785904853,1.609437912
0,1732485,6,0.828625621,-0.802544148,1.609437912
0,1732485,3,-0.509155502,-0.975519861,1.945910149
0,1732485,4,-1.168062623,-0.60512029,1.945910149
0,1732485,1,-0.688857444,0.0420632,1.098612289
1,1732462,3,-0.88396,0.951166552,1.178654996
0,1732462,5,-0.666847017,0.40701592,1.386294361
0,1732462,6,1.721395789,0.779306414,2.397895273
0,1732462,1,-0.604814737,0.382628834,1.098612289
0,1732462,4,0.635830877,-1.274205588,2.708050201
0,1732462,2,-0.201604912,-1.245912132,1.609437912
1,1732464,5,-0.191520102,-0.13562333,1.178654996
0,1732464,6,0.327437593,0.792407472,1.098612289
0,1732464,4,1.698968643,0.835136188,1.609437912
0,1732464,2,0.067958746,0.697568017,2.079441542
0,1732464,1,-0.673409389,-0.473168151,1.791759469
0,1732464,3,-1.229435491,-1.716320197,2.397895273
1,1732468,5,0.895160059,0.391819529,1.386294361
0,1732468,2,0.452194257,-0.554017835,2.197224577
0,1732468,6,-0.378366623,0.024535166,1.252762968
0,1732468,4,1.172013686,1.771782491,1.252762968
0,1732468,1,-0.7659617,-0.637402362,1.791759469
0,1732468,3,-1.375039678,-0.996716988,1.791759469
1,1732487,5,0.260768674,1.096607058,1.252762968
0,1732487,2,1.125422699,1.105758085,1.609437912
0,1732487,6,-0.23331934,-0.874633663,1.609437912
0,1732487,1,0.919552693,-0.057166205,1.945910149
0,1732487,3,-0.480363347,0.07158791,1.252762968
0,1732487,4,-1.592061379,-1.342153185,1.791759469
1,1732489,1,1.325202223,0.612772336,1.386294361
0,1732489,5,-0.406294091,0.17353377,1.098612289
0,1732489,6,-0.132899936,0.662976138,1.504077397
0,1732489,2,1.074590914,0.444976837,1.609437912
0,1732489,3,-1.226476556,-1.987020308,2.564949357
0,1732489,4,-0.634122554,0.092761227,1.609437912
1,1732491,4,-0.547033508,-0.480222143,1.704748092
0,1732491,1,0.301811591,-0.874468013,1.504077397
0,1732491,2,0.924297996,-0.510980564,2.197224577
0,1732491,5,1.263836036,-0.02284769,1.704748092
0,1732491,3,-0.603623181,-0.045644412,1.252762968
0,1732491,6,-1.339288934,1.934162822,1.178654996
1,1732493,5,1.646800445,-0.151321265,1.386294361
0,1732493,3,0.616879645,-0.459374575,1.504077397
0,1732493,1,-0.219931004,-1.415581267,1.945910149
0,1732493,6,-0.960186579,1.63040023,1.386294361
0,1732493,2,-0.960186579,0.31116916,1.252762968
0,1732493,4,-0.123375929,0.084707716,2.079441542
1,1732497,3,1.108273677,0.722565248,1.504077397
0,1732497,1,-0.791624055,1.420902266,1.011600912
0,1732497,2,-0.572405086,-0.418494538,1.504077397
0,1732497,5,-0.548047423,-0.152120821,1.609437912
0,1732497,6,1.449280962,-0.070980118,2.079441542
0,1732497,4,-0.645478076,-1.501872036,1.945910149
1,1732418,3,-1.150169093,-0.078322787,1.011600912
0,1732418,2,0.099397329,0.11338201,1.791759469
0,1732418,4,1.63295612,-0.882356878,1.609437912
0,1732418,1,-0.72418054,-0.989169951,1.945910149
0,1732418,5,0.553785119,0.041395001,2.197224577
0,1732418,6,-0.411788935,1.795072606,1.504077397
1,1732421,5,0.848714265,1.457259314,1.098612289
0,1732421,3,-0.590409924,-0.248489844,1.098612289
0,1732421,1,-1.107018607,-0.284846347,1.252762968
0,1732421,6,-0.996316746,0.607537067,1.791759469
0,1732421,4,0.848714265,0.006190951,3.044522438
0,1732421,2,0.996316746,-1.537651141,3.044522438
1,1732338,3,-0.100492504,-1.200699387,1.945910149
0,1732338,4,-1.239407544,-1.258677092,1.252762968
0,1732338,2,-0.267980009,0.9009438,1.011600912
0,1732338,1,0.56945752,0.87514494,1.504077397
0,1732338,6,-0.602955021,0.627155249,1.945910149
0,1732338,5,1.641377558,0.056132491,2.197224577
1,1732343,4,-0.347030249,0.68000699,1.504077397
0,1732343,5,-0.909782005,-1.15675971,2.079441542
0,1732343,1,-0.403305425,0.435283804,0.916290732
0,1732343,6,-0.178204723,0.157509513,2.564949357
0,1732343,3,1.960251949,1.162324636,1.386294361
0,1732343,2,-0.121929547,-1.278365233,1.609437912
1,1732428,5,0.636785661,0.642368949,1.791759469
0,1732428,6,1.620908956,-0.716142792,1.252762968
0,1732428,1,0.057889606,0.834592906,1.504077397
0,1732428,4,-1.099902506,-1.158941453,1.945910149
0,1732428,2,-0.694675267,1.187888861,2.197224577
0,1732428,3,-0.52100645,-0.789766471,1.252762968
1,1732429,2,0.858055772,-0.574237021,1.011600912
0,1732429,6,1.350981428,1.523875056,1.386294361
0,1732429,4,-1.223185887,0.588600388,1.791759469
0,1732429,5,0.310360598,0.304552583,1.945910149
0,1732429,3,-0.593336438,-0.596653591,2.197224577
0,1732429,1,-0.702875473,-1.246137415,1.609437912
1,1732434,3,-1.239908243,-1.136967744,1.386294361
0,1732434,4,0.086872552,0.87401777,1.098612289
0,1732434,5,-0.908213045,-0.059900846,1.609437912
0,1732434,1,-0.197437618,-0.968260587,1.504077397
0,1732434,2,1.271498262,-0.118903672,2.397895273
0,1732434,6,0.987188092,1.41001508,2.397895273
1,1732180,6,1.738099444,0.979235838,1.609437912
0,1732180,1,-0.863718128,-0.101681086,1.252762968
0,1732180,5,0.607801646,1.436232859,1.609437912
0,1732180,4,-0.479843405,-0.544709452,2.564949357
0,1732180,3,-0.757086261,-1.115262018,1.945910149
0,1732180,2,-0.245253296,-0.653816141,0.966983846
1,1732181,3,0.787020047,0.9691684,1.386294361
0,1732181,6,-0.221980013,-0.782559018,1.609437912
0,1732181,1,-0.181620011,-0.0071225,1.704748092
0,1732181,2,1.553860092,1.453881524,1.386294361
0,1732181,5,-0.908100054,-0.800167516,2.197224577
0,1732181,4,-1.029180061,-0.833200891,1.252762968
1,1732183,6,0.22768911,1.043278423,1.252762968
0,1732183,1,1.676619809,-1.018770028,2.564949357
0,1732183,5,-0.80726139,1.082462171,0.548121409
0,1732183,4,-0.68306733,-0.562555893,1.945910149
0,1732183,2,0.47607723,0.514332749,2.564949357
0,1732183,3,-0.89005743,-1.058747421,2.197224577
1,1732185,6,-0.247245593,0.762169345,0.693147181
0,1732185,5,-1.323491116,0.175403337,1.386294361
0,1732185,2,-0.218157876,-1.470914678,1.945910149
0,1732185,1,1.614368284,1.212066208,1.609437912
0,1732185,3,-0.421771894,-0.851857862,2.197224577
0,1732185,4,0.596298195,0.17313365,2.564949357
1,1732187,2,-0.761728244,-0.039196527,1.098612289
0,1732187,3,0.977960778,0.00472454,1.791759469
0,1732187,1,1.508713362,0.061801941,0.867100488
0,1732187,5,-0.909159518,-0.016802365,2.564949357
0,1732187,6,-0.28994817,-1.585498602,1.791759469
