win,uri,r_box,xp,tim,sp
0,1732187,4,-0.525838207,1.574971014,2.197224577
1,1732189,3,-0.610070716,1.105659631,0.810930216
0,1732189,5,-0.999477556,-1.288993218,1.791759469
0,1732189,1,0.71391254,0.533318348,2.397895273
0,1732189,4,1.414844852,-0.27411097,2.397895273
0,1732189,6,-0.960536872,-0.974304762,1.386294361
0,1732189,2,0.441327752,0.898430971,1.465567542
1,1732160,3,-1.611805806,1.665067778,0.916290732
0,1732160,2,0.794552158,-0.982523012,2.197224577
0,1732160,6,0.794552158,0.01143396,1.609437912
0,1732160,1,-0.794552158,0.538536222,1.504077397
0,1732160,5,0.703746197,-0.290297905,2.079441542
0,1732160,4,0.113507451,-0.942217042,1.609437912
1,1732255,1,1.219927722,1.388160362,1.504077397
0,1732255,2,-1.10763312,-1.060363498,1.504077397
0,1732255,3,0.454282708,-0.297182796,1.609437912
0,1732255,4,-1.077007319,-0.678405911,2.197224577
0,1732255,6,0.883043916,1.095346092,1.178654996
0,1732255,5,-0.372613907,-0.447554248,1.791759469
1,1732314,4,1.036338795,1.484888895,1.252762968
0,1732314,3,-0.390151076,0.986391463,1.011600912
0,1732314,6,-0.426727739,-0.897245072,1.609437912
0,1732314,1,-1.524027639,-0.793572403,1.704748092
0,1732314,5,1.109492121,-0.186798629,1.945910149
0,1732314,2,0.195075538,-0.593664254,1.945910149
1,1732316,5,-0.925817618,0.545464061,1.252762968
0,1732316,4,0.190236497,0.713630725,1.609437912
0,1732316,6,1.052641949,1.233965568,1.178654996
0,1732316,3,0.342425694,-0.314650914,1.945910149
0,1732316,1,0.824358153,-0.77393493,1.791759469
0,1732316,2,-1.483844675,-1.40447451,1.791759469
1,1732322,3,-1.266861583,-0.976119472,1.704748092
0,1732322,5,0.730881683,0.79109021,1.704748092
0,1732322,6,0.584705346,1.235916592,1.098612289
0,1732322,1,1.218136138,0.363440695,1.178654996
0,1732322,4,-0.292352673,-0.090063447,1.609437912
0,1732322,2,-0.97450891,-1.324264578,2.397895273
1,1732306,5,-1.438654103,0.224054489,1.098612289
0,1732306,4,1.027610074,0.711504167,2.564949357
0,1732306,2,0.046137595,-0.085577339,1.386294361
0,1732306,6,-0.734007196,-0.841539827,2.564949357
0,1732306,1,-0.054526249,-1.369506982,1.252762968
0,1732306,3,1.153439879,1.361065492,1.386294361
1,1732310,2,-0.109977946,1.847914565,1.011600912
0,1732310,1,0.898153222,0.064476362,1.945910149
0,1732310,5,-0.733186303,-0.3503742,1.252762968
0,1732310,3,-0.769845619,-0.782911919,1.791759469
0,1732310,6,1.539691237,0.130946999,1.504077397
0,1732310,4,-0.824834591,-0.910051807,2.397895273
1,1732353,6,-0.364040791,0.042390768,1.252762968
0,1732353,1,1.935164205,1.201784506,1.098612289
0,1732353,3,-0.651441415,0.624163021,1.791759469
0,1732353,2,-0.651441415,-0.321536419,2.079441542
0,1732353,4,-0.479001041,-1.738971716,2.833213344
0,1732353,5,0.210760458,0.19216984,1.178654996
1,1732369,5,-0.212583189,1.025052956,1.178654996
0,1732369,6,1.254240818,0.615216379,1.504077397
0,1732369,4,0.425166379,-1.744608357,2.564949357
0,1732369,1,-0.786557801,-0.335276237,2.079441542
0,1732369,3,0.744041163,-0.178988047,1.945910149
0,1732369,2,-1.424307369,0.618603306,1.011600912
1,1732157,6,-0.665217927,1.361726852,0.285178942
0,1732157,3,-0.24873366,-0.181471114,2.197224577
0,1732157,2,-0.804046016,-1.119747962,3.044522438
0,1732157,4,-0.491682815,-1.057044507,1.945910149
0,1732157,5,1.868394698,0.848301862,2.197224577
0,1732157,1,0.341285719,0.148234869,1.945910149
1,1732371,1,0.682913288,-1.146666935,1.504077397
0,1732371,2,-0.325196804,0.64716645,1.504077397
0,1732371,4,-0.87803137,-0.37243316,1.386294361
0,1732371,5,0.260157443,0.495193964,1.252762968
0,1732371,6,1.463385616,1.374000604,1.386294361
0,1732371,3,-1.203228173,-0.997260922,2.708050201
1,1732329,2,-0.626381312,-0.134846627,0.916290732
0,1732329,4,-0.761815109,0.074882884,1.609437912
0,1732329,5,0.626381312,0.720829802,1.791759469
0,1732329,3,0.761815109,0.559520478,1.609437912
0,1732329,6,1.235833399,0.69343216,1.791759469
0,1732329,1,-1.235833399,-1.913818698,2.197224577
1,1732330,4,-0.665316516,0.341074686,0.587786665
0,1732330,2,0.490233223,-1.256273578,2.564949357
0,1732330,3,-1.216828892,-0.714570252,1.791759469
0,1732330,6,1.041745598,1.068068743,1.945910149
0,1732330,5,-0.744103999,1.145809622,1.945910149
0,1732330,1,1.094270586,-0.584109221,1.945910149
1,1731937,3,-1.870170189,1.276083087,0.741937345
0,1731937,2,0.100350596,-0.999527246,2.197224577
0,1731937,4,0.538244103,0.875623427,1.32175584
0,1731937,1,0.155087284,0.487806244,1.504077397
0,1731937,5,1.085610988,-0.927486205,2.397895273
0,1731937,6,-0.009122781,-0.712499307,2.197224577
1,1731939,3,1.776829537,1.095563192,1.791759469
0,1731939,6,0.242592963,0.869283485,1.098612289
0,1731939,4,-0.622873823,0.366594446,1.178654996
0,1731939,5,-0.426176826,0.03308742,1.791759469
0,1731939,2,0.124574765,-0.944458017,1.791759469
0,1731939,1,-1.094946615,-1.420070528,1.791759469
1,1731941,3,0.021358454,-1.110942683,1.178654996
0,1731941,1,-0.331056041,-0.152894841,1.011600912
0,1731941,2,1.911581656,0.932860823,2.197224577
0,1731941,4,-0.875696625,-1.149745481,2.197224577
0,1731941,5,-0.683470536,1.216814891,1.504077397
0,1731941,6,-0.042716909,0.263907291,1.945910149
1,1731943,4,0.361535531,0.441744183,1.704748092
0,1731943,3,-0.072307106,-0.78631361,1.791759469
0,1731943,2,-1.03859298,-0.897906321,1.609437912
0,1731943,6,1.485582363,-0.692625835,2.197224577
0,1731943,5,0.44041601,0.250509088,2.48490665
0,1731943,1,-1.176633819,1.684592494,0.647103242
1,1731946,6,-0.026635433,-0.113215905,1.871802177
0,1731946,1,-1.045440735,-0.895320316,1.704748092
0,1731946,2,0.872310422,1.371682227,1.386294361
0,1731946,5,1.511560808,1.094487315,1.386294361
0,1731946,3,-0.645909244,-0.876839675,1.704748092
0,1731946,4,-0.665885818,-0.580793646,1.386294361
1,1731950,3,0.575057776,0.16853272,1.504077397
0,1731950,6,1.045559593,1.013094821,1.504077397
0,1731950,5,-0.653474745,-0.417178845,1.386294361
0,1731950,4,-0.731891715,-1.624636264,1.504077397
0,1731950,2,1.019420603,1.047261954,1.704748092
0,1731950,1,-1.254671511,-0.187074385,1.791759469
1,1731953,1,0.803055912,0.763934079,2.708050201
0,1731953,3,-0.826885465,-0.12476035,1.252762968
0,1731953,4,-0.698205882,0.312282269,1.609437912
0,1731953,2,1.40356063,0.699763034,2.079441542
0,1731953,6,-1.041351435,-1.93249454,1.011600912
0,1731953,5,0.35982624,0.281275508,1.504077397
1,1732127,5,-1.246925016,-1.098623569,1.945910149
0,1732127,6,0.71544878,0.095406256,1.098612289
0,1732127,2,0.797214355,1.876733958,1.609437912
0,1732127,4,-0.878979929,-0.359110513,1.609437912
0,1732127,1,1.124276654,-0.273425837,1.609437912
0,1732127,3,-0.511034843,-0.240980296,1.609437912
1,1732129,6,0.775430796,-0.857807622,1.178654996
0,1732129,4,0.424292322,-1.443739775,2.197224577
0,1732129,5,1.346030815,0.75445354,2.397895273
0,1732129,3,-0.497446171,0.91508598,1.609437912
0,1732129,2,-0.848584644,-0.219478121,1.791759469
0,1732129,1,-1.199723118,0.851485997,0.916290732
1,1732132,5,1.244845767,-1.082294109,2.397895273
0,1732132,4,-0.984728741,1.800452593,1.504077397
0,1732132,1,-1.207686192,0.325257272,0.916290732
0,1732132,6,0.743191503,-0.320826396,1.386294361
0,1732132,2,-0.371595751,-0.603390073,2.564949357
0,1732132,3,0.575973414,-0.119199286,1.386294361
1,1732133,6,-1.500316342,0.540841379,1.791759469
0,1732133,1,-0.915777508,-1.863247344,2.079441542
0,1732133,4,0.545569579,-0.093608363,0.916290732
0,1732133,2,1.130108414,-0.050716648,2.079441542
0,1732133,3,0.545569579,0.460587778,1.386294361
0,1732133,5,0.194846278,1.006143197,1.609437912
1,1732106,5,-0.735701829,0.025224408,1.011600912
0,1732106,1,1.456787065,-1.388207532,1.791759469
0,1732106,2,-0.618769088,0.00106235,1.609437912
0,1732106,3,-1.086500052,0.17073755,1.386294361
0,1732106,6,0.112060543,-0.484601055,1.504077397
0,1732106,4,0.87212336,1.67578428,1.945910149
1,1732108,5,-0.263568336,0.598757613,1.011600912
0,1732108,2,0.497851301,-0.719944052,1.945910149
0,1732108,6,-0.556422042,1.02096681,1.386294361
0,1732108,1,-0.966417231,-1.351984245,1.609437912
0,1732108,4,-0.497851301,-0.532413417,1.704748092
0,1732108,3,1.786407609,0.984617291,1.945910149
1,1732110,1,1.248360244,-1.661423448,1.704748092
0,1732110,2,0.474919658,0.634535216,1.386294361
0,1732110,3,0.92270105,1.11506521,1.609437912
0,1732110,6,-0.74630232,-0.018213319,1.178654996
0,1732110,4,-0.909131917,-0.578529244,1.791759469
0,1732110,5,-0.990546716,0.508565584,1.791759469
1,1732112,2,0.529314186,1.045028466,1.609437912
0,1732112,1,0.754554265,-0.426413223,1.609437912
0,1732112,6,1.250082439,0.335335716,1.386294361
0,1732112,5,-1.317654462,-1.803504165,2.197224577
0,1732112,3,-0.37164613,0.433132123,1.32175584
0,1732112,4,-0.844650296,0.416421082,1.386294361
1,1732117,6,-0.692333849,0.340798808,1.945910149
0,1732117,5,-0.589128803,-0.693514349,1.504077397
0,1732117,1,-0.150507358,0.923355027,1.386294361
0,1732117,2,1.939394819,0.670555661,1.386294361
0,1732117,4,0.107505256,0.458842541,1.791759469
0,1732117,3,-0.614930065,-1.700037689,1.609437912
1,1732121,6,0.475594455,-0.481829398,1.252762968
0,1732121,5,0.538310208,0.505550368,1.386294361
0,1732121,4,-0.402426078,0.441318692,2.397895273
0,1732121,1,0.60102596,0.15796113,1.945910149
0,1732121,2,-1.876246258,-1.743017137,1.504077397
0,1732121,3,0.663741712,1.120016345,1.386294361
1,1732215,4,-0.993516926,-1.043485065,1.609437912
0,1732215,2,-0.634414423,1.438403443,0.693147181
0,1732215,3,-0.239401669,1.052797241,1.386294361
0,1732215,5,1.807482601,-0.394823738,2.079441542
0,1732215,6,0.406982837,-0.417873417,2.397895273
0,1732215,1,-0.34713242,-0.635018463,2.079441542
1,1732218,3,-0.647495727,-1.531886534,1.386294361
0,1732218,4,0.666539719,0.312852204,1.791759469
0,1732218,1,-0.904589618,-0.823955296,1.704748092
0,1732218,5,-0.161873932,1.204200232,1.098612289
0,1732218,2,-0.647495727,0.612608043,1.609437912
0,1732218,6,1.694915285,0.226181351,1.791759469
1,1732220,3,-0.538611155,0.668755251,1.178654996
0,1732220,5,0.27480161,1.604866882,0.916290732
0,1732220,4,-0.538611155,-0.313176303,1.609437912
0,1732220,6,1.923611269,-0.081525487,1.945910149
0,1732220,1,-0.472658769,-1.171054728,2.397895273
0,1732220,2,-0.648531799,-0.707865615,1.791759469
1,1732222,1,-0.97882741,0.828727302,0.587786665
0,1732222,6,0.864704035,0.646232853,1.386294361
0,1732222,3,-0.926155083,-1.89543863,2.197224577
0,1732222,5,-0.610121121,0.128540529,2.197224577
0,1732222,4,1.417763468,0.495089304,1.791759469
0,1732222,2,0.232636111,-0.203151358,1.791759469
1,1732223,2,-0.079580605,1.705335923,1.504077397
0,1732223,5,1.759615602,0.527426689,1.704748092
0,1732223,4,-0.82233292,-1.050678104,1.504077397
0,1732223,1,0.504010499,-0.268404148,1.609437912
0,1732223,3,-0.82233292,-0.124967229,1.32175584
0,1732223,6,-0.539379657,-0.788713131,1.609437912
1,1731857,1,-0.142245608,-1.171129025,2.708050201
0,1731857,2,0.426736824,1.140042363,1.098612289
0,1731857,6,-0.948304052,-1.288690625,1.704748092
0,1731857,3,-0.616397634,0.388190357,1.011600912
0,1731857,5,1.801777699,0.670021075,1.504077397
0,1731857,4,-0.521567229,0.261565853,2.079441542
1,1731861,6,0.233126202,0.228075059,0.741937345
0,1731861,1,-1.087922276,-0.643813545,2.197224577
0,1731861,2,1.709592148,-1.165352007,2.079441542
0,1731861,4,-0.854796074,0.884737203,1.504077397
0,1731861,3,-0.233126202,1.385053378,1.386294361
0,1731861,5,0.233126202,-0.688700088,2.197224577
1,1731865,5,1.650273994,1.39278425,0.548121409
0,1731865,6,-0.773565935,0.797931364,1.504077397
0,1731865,3,0.515710623,-0.178289579,2.564949357
0,1731865,2,-1.082992309,0.130452216,1.386294361
0,1731865,1,-0.464139561,-1.26979363,2.564949357
0,1731865,4,0.154713187,-0.873084621,3.044522438
1,1731678,1,0.948122445,1.173667712,1.791759469
0,1731678,2,0.729324957,0.791571304,0.916290732
0,1731678,3,-1.531582411,-1.363500378,1.791759469
0,1731678,6,0.802257453,0.462950455,2.197224577
0,1731678,5,-0.729324957,-0.954056021,1.504077397
0,1731678,4,-0.218797487,-0.110633071,1.704748092
1,1731682,1,-1.246654108,0.552351558,1.011600912
0,1731682,4,0.389046954,1.605371001,1.252762968
0,1731682,2,0.832049325,-0.547135373,1.504077397
0,1731682,3,-0.888844501,-1.317284838,1.791759469
0,1731682,6,1.292090249,-0.288217612,2.397895273
0,1731682,5,-0.377687919,-0.005084735,1.945910149
1,1731868,6,-1.220151569,-0.782510082,1.252762968
0,1731868,3,0.486689671,0.405322895,1.609437912
0,1731868,2,-0.274191364,-0.445494904,1.178654996
0,1731868,5,0.610075785,-1.315423276,3.044522438
0,1731868,4,1.37095682,1.002569835,2.014903021
0,1731868,1,-0.973379342,1.135535532,1.252762968
1,1731871,3,-0.8597424,-0.889002106,1.791759469
0,1731871,1,1.172376,0.679706448,2.397895273
0,1731871,4,0.5080296,1.294250104,1.011600912
0,1731871,5,-1.3286928,-1.411581897,1.098612289
0,1731871,6,0.8597424,0.278823185,2.079441542
0,1731871,2,-0.3517128,0.047804266,1.609437912
1,1731874,5,-1.291944664,-1.001459156,1.609437912
0,1731874,6,-0.486078191,0.018130524,1.386294361
0,1731874,4,0.281413689,-0.708518384,1.504077397
0,1731874,1,0.665159629,0.078455377,1.791759469
0,1731874,3,1.471026103,1.852420689,1.386294361
0,1731874,2,-0.639576567,-0.239029051,1.791759469
1,1731877,3,-1.023279751,-0.681529499,1.871802177
0,1731877,2,-0.391254023,-0.667831353,1.871802177
0,1731877,5,0.015048232,-0.138579359,1.098612289
0,1731877,4,-0.165530548,1.885498214,1.178654996
0,1731877,1,1.911125418,0.268224687,1.945910149
0,1731877,6,-0.346109328,-0.66578269,1.704748092
1,1731472,1,-1.443618624,-1.579084285,1.32175584
0,1731472,6,1.562679953,1.444876109,1.386294361
0,1731472,2,-0.104178664,-0.244313676,1.504077397
0,1731472,4,-0.520893318,-0.328293751,1.871802177
0,1731472,3,0.074413331,0.325427971,1.386294361
0,1731472,5,0.43159732,0.381387633,1.871802177
1,1731475,5,1.828251145,1.32171098,1.098612289
0,1731475,4,0.328822148,0.250302976,1.791759469
0,1731475,6,-0.06576443,0.920538024,1.011600912
0,1731475,3,-0.854937586,-0.44383619,1.791759469
0,1731475,2,-0.460351008,-1.178353827,2.197224577
0,1731475,1,-0.77602027,-0.870361964,1.704748092
1,1732067,6,1.192338466,0.848427052,0.693147181
0,1732067,4,-1.192338466,-0.062897167,1.011600912
0,1732067,2,0.180657343,0.688840244,2.564949357
0,1732067,1,1.120075529,0.918668494,1.791759469
0,1732067,5,-0.54197203,-1.4138277,3.044522438
0,1732067,3,-0.758760842,-0.979210924,2.564949357
1,1732076,2,-1.211591149,-0.254192878,1.945910149
0,1732076,1,0.631882465,1.325931341,0.810930216
0,1732076,5,1.257967844,0.595989051,1.252762968
0,1732076,6,-1.037678544,-1.651702091,2.079441542
0,1732076,3,0.631882465,0.208598586,2.564949357
0,1732076,4,-0.272463081,-0.224624009,1.609437912
1,1732077,5,0.22641223,1.748412517,1.252762968
0,1732077,4,-0.69981962,-0.588092776,1.011600912
0,1732077,3,-0.39107567,0.232781489,1.504077397
0,1732077,1,0.78215134,0.305099792,1.704748092
0,1732077,2,1.39963924,-0.78591784,2.564949357
0,1732077,6,-1.31730752,-0.912283181,1.791759469
1,1732080,3,-0.054123205,0.312907116,1.386294361
0,1732080,5,-0.671127744,-0.757172638,1.098612289
0,1732080,1,-1.418027975,-1.285412635,1.791759469
0,1732080,6,0.855146641,1.53443553,1.386294361
0,1732080,2,-0.054123205,-0.291570704,2.197224577
0,1732080,4,1.342255488,0.48681333,1.704748092
1,1731499,6,0.601197817,1.495129514,1.32175584
0,1731499,5,-1.274539373,-0.415003999,2.197224577
0,1731499,4,-0.601197817,-1.338403394,1.945910149
0,1731499,1,1.178347722,0.278242466,0.810930216
0,1731499,3,0.841676944,-0.611404612,2.397895273
0,1731499,2,-0.745485294,0.591440025,1.704748092
1,1731505,3,-0.290827959,0.756660004,1.386294361
0,1731505,6,-0.857942479,0.227172496,1.871802177
0,1731505,1,-0.98881506,0.477573659,0.963174318
0,1731505,5,-0.203579571,0.260438578,1.945910149
0,1731505,2,0.712528499,0.278722048,1.504077397
0,1731505,4,1.628636569,-2.000566785,2.197224577
1,1731849,6,-0.606190916,0.314311646,1.791759469
0,1731849,1,-0.606190916,-0.525817438,1.098612289
0,1731849,5,-1.116667477,-1.043489888,1.791759469
0,1731849,3,0.478571776,1.383136621,1.252762968
0,1731849,4,1.659048823,-0.962562569,1.945910149
0,1731849,2,0.19142871,0.834421627,2.197224577
1,1731850,1,0.308280456,-0.562628844,1.945910149
0,1731850,3,-0.903580647,-1.190989412,1.609437912
0,1731850,5,-1.222491463,1.62093432,1.504077397
0,1731850,6,-0.053151803,0.440268142,1.386294361
0,1731850,4,0.287019735,0.291418451,1.386294361
0,1731850,2,1.583923722,-0.599002657,1.945910149
1,1731851,1,1.548609763,-1.202304845,1.252762968
0,1731851,5,-0.501662318,-0.077424724,1.791759469
0,1731851,2,0.458039507,-0.255465519,1.252762968
0,1731851,6,0.370793887,1.745213265,1.791759469
0,1731851,4,-1.286872902,-0.560740743,1.945910149
0,1731851,3,-0.588907938,0.350722566,2.197224577
1,1731740,1,-0.604486918,0.193842893,1.011600912
0,1731740,5,0.253792217,0.950089168,1.386294361
0,1731740,6,-0.576800494,-0.802058224,1.945910149
0,1731740,2,1.859604793,-1.30097994,1.945910149
0,1731740,4,-0.050758443,-0.315420863,1.945910149
0,1731740,3,-0.881351155,1.274526965,1.504077397
1,1731742,1,1.62095187,0.572220158,1.609437912
0,1731742,2,-1.024000757,-1.617238388,1.609437912
0,1731742,6,0.078062838,0.419290144,1.504077397
0,1731742,3,-0.665830088,-0.522906205,1.791759469
0,1731742,5,-0.665830088,1.262862204,1.098612289
0,1731742,4,0.656646225,-0.114227913,1.945910149
1,1731744,2,0.86951043,0.852129564,1.252762968
0,1731744,5,-1.796988221,1.481485532,1.504077397
0,1731744,3,0.463738896,-1.228264744,1.609437912
0,1731744,1,0.347804172,-0.066332181,1.386294361
0,1731744,6,0.637640982,-0.40491806,2.197224577
0,1731744,4,-0.521706258,-0.634100111,1.609437912
1,1731399,2,1.683800177,0.446577532,1.791759469
0,1731399,4,0.365118775,1.063621005,1.178654996
0,1731399,1,-1.123715065,-1.48386957,1.945910149
0,1731399,6,0.258773501,-0.969535792,1.609437912
0,1731399,5,-0.570719639,0.26839077,1.504077397
0,1731399,3,-0.613257749,0.674816054,1.504077397
1,1731400,6,0.452330973,0.983587335,1.386294361
0,1731400,2,1.322005993,1.277636572,1.945910149
0,1731400,5,-1.137075098,-1.105715225,1.098612289
0,1731400,3,-1.122080701,0.271068164,1.252762968
0,1731400,1,0.677246926,-0.505254904,2.197224577
0,1731400,4,-0.192428093,-0.921321941,1.945910149
1,1731402,6,0.045503306,-0.758903863,1.871802177
0,1731402,4,-1.397601539,-0.423830822,1.386294361
0,1731402,3,0.708551478,1.059544422,1.704748092
0,1731402,1,0.747554312,1.482212054,1.386294361
0,1731402,5,0.94256848,-0.653287867,1.504077397
0,1731402,2,-1.046576037,-0.705733923,1.504077397
1,1731404,5,-1.127392955,-0.525584386,1.098612289
0,1731404,1,-0.459857653,0.385402201,1.609437912
0,1731404,4,-1.008720013,-0.619476801,1.945910149
0,1731404,3,0.459857653,0.819354487,1.504077397
0,1731404,6,1.127392955,-1.356186911,1.704748092
0,1731404,2,1.008720013,1.29649141,1.704748092
1,1731766,5,0.669227645,-0.09229976,1.386294361
0,1731766,6,1.589415656,1.793581256,1.098612289
0,1731766,1,-1.12932165,-1.188554944,1.252762968
0,1731766,3,-0.836534556,-0.382839819,1.609437912
0,1731766,2,-0.083653456,0.256679525,1.791759469
0,1731766,4,-0.209133639,-0.386566257,2.564949357
1,1731774,4,1.522999221,0.262048553,1.609437912
0,1731774,1,0.761499611,1.356899651,1.386294361
0,1731774,3,-0.163178488,0.232915299,1.504077397
0,1731774,2,-1.142249416,-1.737282374,2.397895273
0,1731774,5,-0.870285269,0.01750881,1.178654996
0,1731774,6,-0.108785659,-0.132089939,1.504077397
1,1731689,3,-0.231536649,-0.288824658,1.504077397
0,1731689,6,1.109779113,1.568954208,1.609437912
0,1731689,5,0.055888157,-0.861907569,1.386294361
0,1731689,4,-0.087824246,0.609092147,1.178654996
0,1731689,2,-1.716564815,-1.151386611,1.945910149
0,1731689,1,0.870258441,0.124072483,1.609437912
1,1731694,4,-1.022684392,0.38013662,1.178654996
0,1731694,2,1.112788744,0.073775024,1.609437912
0,1731694,6,0.518100022,1.285178818,1.945910149
0,1731694,3,-0.37393306,-0.015188982,1.504077397
0,1731694,5,-1.184872225,-1.787212849,1.504077397
0,1731694,1,0.950600911,0.063311368,1.945910149
1,1731698,3,0.177910765,1.54692647,1.504077397
0,1731698,4,-0.441907384,-0.345125402,0.810930216
0,1731698,5,1.830759164,-0.816630385,2.397895273
0,1731698,6,-1.130594217,-1.152603857,2.397895273
0,1731698,2,-0.373038701,0.698398391,1.386294361
0,1731698,1,-0.063129626,0.069034784,2.197224577
1,1731700,5,-1.066602292,-0.736917957,1.609437912
0,1731700,1,0.41478978,-0.495649527,1.178654996
0,1731700,6,-0.809827666,1.348265568,1.252762968
0,1731700,4,1.422136389,0.006954025,2.708050201
0,1731700,3,-0.6913163,-1.153547026,2.708050201
0,1731700,2,0.730820089,1.030894917,1.178654996
1,1731456,5,-0.086523561,0.119978793,1.252762968
0,1731456,3,0.574201815,1.283655416,0.916290732
0,1731456,1,-0.652859597,-0.449034977,1.791759469
0,1731456,4,-1.030416955,0.380651571,1.504077397
0,1731456,6,-0.511275588,0.357035148,1.791759469
0,1731456,2,1.706873887,-1.69228595,2.833213344
1,1731458,1,1.573601864,1.198232384,1.386294361
0,1731458,4,-0.437111629,0.190830793,1.098612289
0,1731458,6,0.61195628,0.691688154,1.945910149
0,1731458,2,-0.903364033,0.331296119,1.609437912
0,1731458,3,-1.049067909,-1.32981122,1.32175584
0,1731458,5,0.203985427,-1.082236231,2.564949357
1,1731459,6,-1.263622265,-0.309236695,0.810930216
0,1731459,5,0.926656328,-0.273042584,2.397895273
0,1731459,3,-0.117938078,-0.618111159,3.044522438
0,1731459,2,-1.12883589,1.847336182,1.098612289
0,1731459,4,0.758173359,-0.966060858,2.564949357
0,1731459,1,0.825566546,0.319115114,1.704748092
1,1731462,5,-0.623960365,-0.387354076,1.609437912
0,1731462,3,-1.045792724,-0.832257648,1.609437912
0,1731462,4,0.193339831,1.195612174,0.810930216
0,1731462,2,1.116098117,0.324464609,1.609437912
0,1731462,1,-0.861241067,-1.285441464,1.504077397
0,1731462,6,1.221556207,0.984976405,1.945910149
1,1731464,3,0.254875321,1.528851911,1.098612289
0,1731464,2,-0.12743766,0.28032382,1.252762968
0,1731464,1,1.210657774,-1.001427421,1.945910149
0,1731464,4,-1.656689585,0.620722966,1.178654996
0,1731464,6,0.732766547,-1.010555919,1.945910149
0,1731464,5,-0.414172396,-0.417915356,1.945910149
1,1731390,6,1.402415379,0.653866459,1.011600912
0,1731390,3,-0.795656072,0.501157351,1.609437912
0,1731390,4,0.81855265,0.647238569,2.397895273
0,1731390,5,-0.005724144,0.717426639,1.098612289
0,1731390,2,-0.108758744,-0.93329831,1.791759469
0,1731390,1,-1.310829069,-1.586390708,2.079441542
1,1731117,6,0.475218958,0.08011312,1.791759469
0,1731117,4,-1.066031717,0.200231381,1.252762968
0,1731117,1,-0.577969003,1.418057512,1.011600912
0,1731117,5,1.374281853,0.573680596,1.386294361
0,1731117,2,0.732094071,-1.008932975,2.397895273
0,1731117,3,-0.937594161,-1.263149635,2.197224577
1,1731118,6,-0.934960992,1.745756849,0.285178942
0,1731118,3,1.647312224,-7.84E-05,2.197224577
0,1731118,5,-0.519422773,-0.741020199,2.708050201
0,1731118,4,-0.87559839,-0.395718584,1.945910149
0,1731118,1,0.608466678,0.423961725,2.079441542
0,1731118,2,0.074203253,-1.032901418,2.564949357
1,1731396,4,-0.300896738,0.093268688,1.791759469
0,1731396,1,-0.991189256,0.758340922,0.966983846
0,1731396,5,1.398284843,-0.243412681,2.079441542
0,1731396,3,0.123898657,1.348820545,2.079441542
0,1731396,6,-1.097388104,-1.536493819,1.609437912
0,1731396,2,0.867290599,-0.420523656,1.252762968
1,1731329,6,-0.893074698,1.128598122,1.386294361
0,1731329,2,0.957523387,-0.079734373,2.397895273
0,1731329,4,-0.962126865,-1.702353624,1.098612289
0,1731329,1,1.385646825,0.651441871,1.609437912
0,1731329,3,-0.644486895,0.446850335,1.504077397
0,1731329,5,0.156518246,-0.444802331,1.791759469
1,1731332,2,-0.092080552,0.27114546,2.197224577
0,1731332,5,-0.177077984,-0.75509973,1.791759469
0,1731332,6,-0.495818356,-0.440897965,1.386294361
0,1731332,1,1.990356542,0.353343174,1.504077397
0,1731332,4,-0.580815788,1.677471244,1.386294361
0,1731332,3,-0.644563862,-1.105962183,1.386294361
1,1731335,3,-1.045683359,-1.437883537,1.504077397
0,1731335,6,0.950054264,0.652182083,1.945910149
0,1731335,4,-0.920949757,-0.537107605,1.504077397
0,1731335,2,0.57585346,-0.172413496,1.504077397
0,1731335,1,1.149628027,0.015800774,1.504077397
0,1731335,5,-0.708902635,1.479421781,1.504077397
1,1731338,6,1.427704062,-0.097466796,1.098612289
0,1731338,5,-1.313487737,-1.618438973,2.079441542
0,1731338,1,0.552045571,1.121140779,1.32175584
0,1731338,4,-0.932766654,-0.390274533,1.504077397
0,1731338,3,0.019036054,0.004291729,1.609437912
0,1731338,2,0.247468704,0.980747794,2.079441542
1,1731341,2,-0.507272869,-0.212398633,1.945910149
0,1731341,6,-0.146163369,1.484579073,0.693147181
0,1731341,5,-0.713621155,0.34710277,2.197224577
0,1731341,4,-0.713621155,-1.613240781,2.397895273
0,1731341,1,1.917319488,0.115019862,1.945910149
0,1731341,3,0.16335906,-0.12106229,1.252762968
1,1731346,4,-0.013542728,1.599349699,1.504077397
0,1731346,6,-0.771935477,-0.49306526,1.386294361
0,1731346,2,-0.365653647,-1.198351174,1.945910149
0,1731346,3,0.473995469,0.52535064,1.386294361
0,1731346,1,-1.042790031,-0.659959494,1.504077397
0,1731346,5,1.719926414,0.226675589,1.791759469
1,1731349,5,-0.006955523,1.161284704,1.945910149
0,1731349,4,1.036372857,0.442299668,1.609437912
0,1731349,2,-0.63295255,1.033008175,0.693147181
0,1731349,6,1.370237938,-1.01922387,2.708050201
0,1731349,1,-1.092017037,-0.66390013,1.791759469
0,1731349,3,-0.674685685,-0.953468547,1.609437912
1,1731318,6,-1.282852782,-0.686430912,1.504077397
0,1731318,1,1.295217628,0.035057203,1.386294361
0,1731318,3,-0.114374826,1.300641992,1.178654996
0,1731318,2,0.200928749,-0.509599244,1.609437912
0,1731318,5,0.850083169,1.062964866,1.791759469
0,1731318,4,-0.949001938,-1.202633904,1.945910149
